Matchname,Half,Time,EventName,Player1Name,Player1ClubName,Player2Name,Player2Clubname,XPosOrigin,YPosOrigin,XPosDest,YPosDest,Rotation,Zone,PossRegain,PossLoss,PossWon
Chicago Fire v Colorado Rapids,First Half,2025.400,Touch,Harrison SHIPP,Chicago Fire,,,14.00,24.00,14.00,22.00,0,Zone 49,3,8,2
Chicago Fire v Colorado Rapids,First Half,2025.900,Touch,Harrison SHIPP,Chicago Fire,,,14.00,22.00,14.00,18.00,0,Zone 49,3,8,2
Chicago Fire v Colorado Rapids,First Half,2027.300,Touch,Harrison SHIPP,Chicago Fire,,,14.00,18.00,15.00,19.00,0,Zone 49,3,8,2
Chicago Fire v Colorado Rapids,First Half,2028.100,Touch,Harrison SHIPP,Chicago Fire,,,15.00,19.00,16.00,19.00,0,Zone 49,3,8,2
Chicago Fire v Colorado Rapids,First Half,2028.600,Pass,Harrison SHIPP,Chicago Fire,,,16.00,19.00,24.00,30.00,0,Zone 49,3,8,2
Chicago Fire v Colorado Rapids,First Half,2029.700,Touch,Matt POLSTER,Chicago Fire,,,24.00,30.00,22.00,27.00,0,Zone 41,12,13,12
Chicago Fire v Colorado Rapids,First Half,2031.300,Touch,Matt POLSTER,Chicago Fire,,,22.00,27.00,9.00,21.00,0,Zone 41,12,13,12
Chicago Fire v Colorado Rapids,First Half,2033.000,Pass,Matt POLSTER,Chicago Fire,,,9.00,21.00,-6.00,0.00,0,Zone 50,12,13,12
Chicago Fire v Colorado Rapids,First Half,2034.700,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-6.00,0.00,-4.00,0.00,0,Zone 55,8,9,8
Chicago Fire v Colorado Rapids,First Half,2035.800,Pass,Jeff LARENTOWICZ,Chicago Fire,,,-4.00,0.00,10.00,-21.00,0,Zone 55,8,9,8
Chicago Fire v Colorado Rapids,First Half,2037.800,Header,Drew MOOR,Colorado Rapids,,,10.00,-21.00,14.00,-13.00,180,Zone 57,13,15,13
Chicago Fire v Colorado Rapids,First Half,2039.300,Pass,Nick LABROCCA,Colorado Rapids,,,14.00,-13.00,-12.00,-28.00,180,Zone 58,8,6,8
Chicago Fire v Colorado Rapids,First Half,2042.900,Pass,Drew MOOR,Colorado Rapids,,,-12.00,-28.00,-14.00,-28.00,180,Zone 49,13,15,13
Chicago Fire v Colorado Rapids,First Half,2043.000,Foul,Drew MOOR,Colorado Rapids,Jeff LARENTOWICZ,Chicago Fire,-14.00,-28.00,32767.00,32767.00,180,Zone 49,13,15,13
Chicago Fire v Colorado Rapids,First Half,2083.500,Yellow Card,Jeff LARENTOWICZ,Chicago Fire,,,32767.00,32767.00,-16.00,-24.00,0,Zone 42,8,9,8
Chicago Fire v Colorado Rapids,First Half,2140.400,Direct Free Kick Cross,Dillon POWERS,Colorado Rapids,,,-16.00,-24.00,-45.00,1.00,180,Zone 49,4,3,4
Chicago Fire v Colorado Rapids,First Half,2142.400,Header,Eric GEHRIG,Chicago Fire,,,-45.00,1.00,-50.00,22.00,0,Zone 79,10,8,10
Chicago Fire v Colorado Rapids,First Half,2146.600,Touch,Matt POLSTER,Chicago Fire,,,-50.00,22.00,-46.00,26.00,0,Zone 100,12,13,12
Chicago Fire v Colorado Rapids,First Half,2147.900,Touch,Matt POLSTER,Chicago Fire,,,-46.00,26.00,-39.00,26.00,0,Zone 100,12,13,12
Chicago Fire v Colorado Rapids,First Half,2149.200,Touch,Matt POLSTER,Chicago Fire,,,-39.00,26.00,-32.00,26.00,0,Zone 100,12,13,12
Chicago Fire v Colorado Rapids,First Half,2150.400,Touch,Matt POLSTER,Chicago Fire,,,-32.00,26.00,-25.00,26.00,0,Zone 99,12,13,12
Chicago Fire v Colorado Rapids,First Half,2151.400,Touch,Matt POLSTER,Chicago Fire,,,-25.00,26.00,-17.00,28.00,0,Zone 99,12,13,12
Chicago Fire v Colorado Rapids,First Half,2152.900,Touch,Matt POLSTER,Chicago Fire,,,-17.00,28.00,-18.00,28.00,0,Zone 58,12,13,12
Chicago Fire v Colorado Rapids,First Half,2153.400,Touch,Matt POLSTER,Chicago Fire,,,-18.00,28.00,-19.00,26.00,0,Zone 99,12,13,12
Chicago Fire v Colorado Rapids,First Half,2154.100,Pass,Matt POLSTER,Chicago Fire,,,-19.00,26.00,-24.00,22.00,0,Zone 99,12,13,12
Chicago Fire v Colorado Rapids,First Half,2155.200,Touch,Matt WATSON,Chicago Fire,,,-24.00,22.00,-20.00,20.00,0,Zone 99,8,10,8
Chicago Fire v Colorado Rapids,First Half,2157.000,Touch,Matt WATSON,Chicago Fire,,,-20.00,20.00,-17.00,20.00,0,Zone 97,8,10,8
Chicago Fire v Colorado Rapids,First Half,2157.700,Pass,Matt WATSON,Chicago Fire,,,-17.00,20.00,-6.00,18.00,0,Zone 58,8,10,8
Chicago Fire v Colorado Rapids,First Half,2158.500,Pass,Harrison SHIPP,Chicago Fire,,,-6.00,18.00,-8.00,12.00,0,Zone 57,3,8,2
Chicago Fire v Colorado Rapids,First Half,2159.200,Touch,Michael STEPHENS,Chicago Fire,,,-8.00,12.00,-9.00,11.00,0,Zone 57,9,6,9
Chicago Fire v Colorado Rapids,First Half,2159.900,Pass,Michael STEPHENS,Chicago Fire,,,-9.00,11.00,-25.00,11.00,0,Zone 55,9,6,9
Chicago Fire v Colorado Rapids,First Half,2161.300,Pass,Eric GEHRIG,Chicago Fire,,,-25.00,11.00,-19.00,-9.00,0,Zone 91,10,8,10
Chicago Fire v Colorado Rapids,First Half,2163.700,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-19.00,-9.00,-15.00,-11.00,0,Zone 88,8,9,8
Chicago Fire v Colorado Rapids,First Half,2165.200,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-15.00,-11.00,-16.00,-9.00,0,Zone 54,8,9,8
Chicago Fire v Colorado Rapids,First Half,2166.300,Pass,Jeff LARENTOWICZ,Chicago Fire,,,-16.00,-9.00,-12.00,14.00,0,Zone 54,8,9,8
Chicago Fire v Colorado Rapids,First Half,2168.300,Touch,Eric GEHRIG,Chicago Fire,,,-12.00,14.00,-4.00,16.00,0,Zone 58,10,8,10
Chicago Fire v Colorado Rapids,First Half,2170.000,Pass,Eric GEHRIG,Chicago Fire,,,-4.00,16.00,18.00,30.00,0,Zone 57,10,8,10
Chicago Fire v Colorado Rapids,First Half,2171.700,Touch,Matt POLSTER,Chicago Fire,,,18.00,30.00,19.00,28.00,0,Zone 41,12,13,12
Chicago Fire v Colorado Rapids,First Half,2172.800,Pass,Matt POLSTER,Chicago Fire,,,19.00,28.00,33.00,26.00,0,Zone 41,12,13,12
Chicago Fire v Colorado Rapids,First Half,2174.000,Touch,Patrick NYARKO,Chicago Fire,,,33.00,26.00,35.00,29.00,0,Zone 41,10,14,10
Chicago Fire v Colorado Rapids,First Half,2174.800,Touch,Patrick NYARKO,Chicago Fire,,,35.00,29.00,39.00,30.00,0,Zone 41,10,14,10
Chicago Fire v Colorado Rapids,First Half,2176.300,Tackle,Patrick NYARKO,Chicago Fire,Maynor FIGUEROA,Colorado Rapids,39.00,30.00,40.00,34.00,0,Zone 42,10,14,10
Chicago Fire v Colorado Rapids,First Half,2189.200,Throw In,Matt POLSTER,Chicago Fire,,,40.00,34.00,45.00,9.00,0,Zone 42,12,13,12
Chicago Fire v Colorado Rapids,First Half,2191.100,Pass,Sean ST LEDGER,Colorado Rapids,Sean ST LEDGER,Colorado Rapids,45.00,9.00,45.00,11.00,180,Zone 71,10,6,10
Chicago Fire v Colorado Rapids,First Half,2192.200,Clearance,Maynor FIGUEROA,Colorado Rapids,,,45.00,11.00,22.00,15.00,180,Zone 68,15,18,15
Chicago Fire v Colorado Rapids,First Half,2197.900,Header,Eric GEHRIG,Chicago Fire,Kevin DOYLE,Colorado Rapids,22.00,15.00,28.00,27.00,0,Zone 40,10,8,10
Chicago Fire v Colorado Rapids,First Half,2199.400,Touch,Marcelo SARVAS,Colorado Rapids,Marcelo SARVAS,Colorado Rapids,28.00,27.00,29.00,34.00,180,Zone 59,7,10,7
Chicago Fire v Colorado Rapids,First Half,2203.700,Throw In,Matt WATSON,Chicago Fire,,,25.00,34.00,31.00,23.00,0,Zone 41,8,10,8
Chicago Fire v Colorado Rapids,First Half,2205.300,Touch,Patrick NYARKO,Chicago Fire,,,31.00,23.00,32.00,20.00,0,Zone 41,10,14,10
Chicago Fire v Colorado Rapids,First Half,2206.400,Pass,Patrick NYARKO,Chicago Fire,Maynor FIGUEROA,Colorado Rapids,32.00,20.00,32.00,11.00,0,Zone 38,10,14,10
Chicago Fire v Colorado Rapids,First Half,2207.100,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,32.00,11.00,30.00,11.00,0,Zone 33,0,9,0
Chicago Fire v Colorado Rapids,First Half,2207.600,Pass,Kennedy IGBOANANIKE,Chicago Fire,,,30.00,11.00,30.00,3.00,0,Zone 36,0,9,0
Chicago Fire v Colorado Rapids,First Half,2208.900,Touch,Harrison SHIPP,Chicago Fire,,,30.00,3.00,30.00,0.00,0,Zone 36,3,8,2
Chicago Fire v Colorado Rapids,First Half,2210.300,Pass,Harrison SHIPP,Chicago Fire,,,30.00,0.00,33.00,-18.00,0,Zone 36,3,8,2
Chicago Fire v Colorado Rapids,First Half,2211.500,Touch,David ACCAM,Chicago Fire,,,33.00,-18.00,37.00,-18.00,0,Zone 5,4,16,4
Chicago Fire v Colorado Rapids,First Half,2212.500,Touch,David ACCAM,Chicago Fire,,,37.00,-18.00,41.00,-18.00,0,Zone 6,4,16,4
Chicago Fire v Colorado Rapids,First Half,2213.300,Touch,David ACCAM,Chicago Fire,,,41.00,-18.00,38.00,-15.00,0,Zone 6,4,16,4
Chicago Fire v Colorado Rapids,First Half,2213.800,Shot,David ACCAM,Chicago Fire,,,38.00,-15.00,41.00,-12.00,0,Zone 6,4,16,4
Chicago Fire v Colorado Rapids,First Half,2214.000,Block,Bobby BURLING,Colorado Rapids,,,41.00,-12.00,38.00,-33.00,180,Zone 82,9,9,9
Chicago Fire v Colorado Rapids,First Half,2222.500,Throw In,David ACCAM,Chicago Fire,,,38.00,-34.00,30.00,-30.00,0,Zone 1,4,16,4
Chicago Fire v Colorado Rapids,First Half,2223.100,Pass,Harrison SHIPP,Chicago Fire,,,30.00,-30.00,35.00,-32.00,0,Zone 2,3,8,2
Chicago Fire v Colorado Rapids,First Half,2224.000,Touch,Nick LABROCCA,Colorado Rapids,,,35.00,-32.00,36.00,-33.00,180,Zone 99,8,6,8
Chicago Fire v Colorado Rapids,First Half,2224.200,Touch,David ACCAM,Chicago Fire,,,36.00,-33.00,34.00,-34.00,0,Zone 1,4,16,4
Chicago Fire v Colorado Rapids,First Half,2239.800,Throw In,Drew MOOR,Colorado Rapids,,,29.00,-34.00,7.00,-31.00,180,Zone 99,13,15,13
Chicago Fire v Colorado Rapids,First Half,2241.800,Touch,Joevin JONES,Chicago Fire,,,7.00,-31.00,9.00,-27.00,0,Zone 44,7,12,7
Chicago Fire v Colorado Rapids,First Half,2243.100,Touch,Joevin JONES,Chicago Fire,,,9.00,-27.00,15.00,-28.00,0,Zone 44,7,12,7
Chicago Fire v Colorado Rapids,First Half,2243.700,Touch,Joevin JONES,Chicago Fire,,,15.00,-28.00,25.00,-27.00,0,Zone 43,7,12,7
Chicago Fire v Colorado Rapids,First Half,2245.200,Touch,Joevin JONES,Chicago Fire,,,25.00,-27.00,28.00,-28.00,0,Zone 2,7,12,7
Chicago Fire v Colorado Rapids,First Half,2245.500,Tackle,Joevin JONES,Chicago Fire,Drew MOOR,Colorado Rapids,28.00,-28.00,21.00,-30.00,0,Zone 2,7,12,7
Chicago Fire v Colorado Rapids,First Half,2246.400,Clearance,Bobby BURLING,Colorado Rapids,,,21.00,-30.00,1.00,-24.00,180,Zone 99,9,9,9
Chicago Fire v Colorado Rapids,First Half,2248.500,Header,Jeff LARENTOWICZ,Chicago Fire,,,1.00,-24.00,19.00,-5.00,0,Zone 44,8,9,8
Chicago Fire v Colorado Rapids,First Half,2251.100,Header,Harrison SHIPP,Chicago Fire,,,19.00,-5.00,23.00,-17.00,0,Zone 35,3,8,2
Chicago Fire v Colorado Rapids,First Half,2252.900,Pass,Drew MOOR,Colorado Rapids,,,23.00,-17.00,22.00,-10.00,180,Zone 97,13,15,13
Chicago Fire v Colorado Rapids,First Half,2254.000,Pass,Harrison SHIPP,Chicago Fire,,,22.00,-10.00,28.00,-7.00,0,Zone 35,3,8,2
Chicago Fire v Colorado Rapids,First Half,2254.800,Clearance,Sean ST LEDGER,Colorado Rapids,,,28.00,-7.00,-4.00,-18.00,180,Zone 91,10,6,10
Chicago Fire v Colorado Rapids,First Half,2256.800,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-4.00,-18.00,-3.00,-24.00,0,Zone 51,8,9,8
Chicago Fire v Colorado Rapids,First Half,2258.800,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-3.00,-24.00,-1.00,-23.00,0,Zone 51,8,9,8
Chicago Fire v Colorado Rapids,First Half,2259.500,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-1.00,-23.00,-3.00,-20.00,0,Zone 51,8,9,8
Chicago Fire v Colorado Rapids,First Half,2260.700,Pass,Jeff LARENTOWICZ,Chicago Fire,,,-3.00,-20.00,-5.00,11.00,0,Zone 51,8,9,8
Chicago Fire v Colorado Rapids,First Half,2263.500,Touch,Eric GEHRIG,Chicago Fire,,,-5.00,11.00,3.00,13.00,0,Zone 55,10,8,10
Chicago Fire v Colorado Rapids,First Half,2265.600,Pass,Eric GEHRIG,Chicago Fire,,,3.00,13.00,29.00,19.00,0,Zone 50,10,8,10
Chicago Fire v Colorado Rapids,First Half,2267.300,Touch,Patrick NYARKO,Chicago Fire,,,29.00,19.00,26.00,19.00,0,Zone 39,10,14,10
Chicago Fire v Colorado Rapids,First Half,2267.800,Touch,Patrick NYARKO,Chicago Fire,,,26.00,19.00,26.00,18.00,0,Zone 39,10,14,10
Chicago Fire v Colorado Rapids,First Half,2268.200,Touch,Patrick NYARKO,Chicago Fire,,,26.00,18.00,26.00,15.00,0,Zone 39,10,14,10
Chicago Fire v Colorado Rapids,First Half,2268.900,Touch,Patrick NYARKO,Chicago Fire,,,26.00,15.00,26.00,12.00,0,Zone 39,10,14,10
Chicago Fire v Colorado Rapids,First Half,2269.600,Touch,Patrick NYARKO,Chicago Fire,,,26.00,12.00,26.00,9.00,0,Zone 36,10,14,10
Chicago Fire v Colorado Rapids,First Half,2270.000,Pass,Patrick NYARKO,Chicago Fire,,,26.00,9.00,26.00,-3.00,0,Zone 36,10,14,10
Chicago Fire v Colorado Rapids,First Half,2271.400,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,26.00,-3.00,26.00,-1.00,0,Zone 34,0,9,0
Chicago Fire v Colorado Rapids,First Half,2271.900,Tackle,Kennedy IGBOANANIKE,Chicago Fire,Dillon POWERS,Colorado Rapids,26.00,-1.00,25.00,-2.00,0,Zone 34,0,9,0
Chicago Fire v Colorado Rapids,First Half,2272.000,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,25.00,-2.00,24.00,-6.00,0,Zone 34,0,9,0
Chicago Fire v Colorado Rapids,First Half,2273.700,Touch,Dillon POWERS,Colorado Rapids,,,24.00,-6.00,14.00,-22.00,180,Zone 90,4,3,4
Chicago Fire v Colorado Rapids,First Half,2275.300,Foul,Dillon POWERS,Colorado Rapids,Kennedy IGBOANANIKE,Chicago Fire,14.00,-22.00,14.00,-22.00,180,Zone 58,4,3,4
Chicago Fire v Colorado Rapids,First Half,2301.000,Direct Free Kick Pass,Bobby BURLING,Colorado Rapids,,,14.00,-22.00,-49.00,-11.00,180,Zone 58,9,9,9
Chicago Fire v Colorado Rapids,First Half,2305.300,Goalkeeper Catch,Sean JOHNSON,Chicago Fire,,,-49.00,-11.00,-38.00,1.00,0,Zone 69,6,0,6
Chicago Fire v Colorado Rapids,First Half,2315.500,Goalkeeper Throw,Sean JOHNSON,Chicago Fire,,,-38.00,1.00,-26.00,-9.00,0,Zone 78,6,0,6
Chicago Fire v Colorado Rapids,First Half,2317.300,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-26.00,-9.00,-22.00,-13.00,0,Zone 89,8,9,8
Chicago Fire v Colorado Rapids,First Half,2318.800,Pass,Jeff LARENTOWICZ,Chicago Fire,,,-22.00,-13.00,-9.00,-29.00,0,Zone 88,8,9,8
Chicago Fire v Colorado Rapids,First Half,2318.800,Pass,Jeff LARENTOWICZ,Chicago Fire,,,-22.00,-13.00,-9.00,-29.00,0,Zone 61,8,9,8
Chicago Fire v Colorado Rapids,First Half,2320.000,Touch,Joevin JONES,Chicago Fire,,,-9.00,-29.00,-10.00,-28.00,0,Zone 51,7,12,7
Chicago Fire v Colorado Rapids,First Half,2322.500,Pass,Joevin JONES,Chicago Fire,,,-10.00,-28.00,-20.00,-25.00,0,Zone 51,7,12,7
Chicago Fire v Colorado Rapids,First Half,2323.900,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-20.00,-25.00,-20.00,-22.00,0,Zone 59,8,9,8
Chicago Fire v Colorado Rapids,First Half,2326.100,Pass,Jeff LARENTOWICZ,Chicago Fire,,,-20.00,-22.00,-21.00,13.00,0,Zone 59,8,9,8
Chicago Fire v Colorado Rapids,First Half,2329.400,Touch,Eric GEHRIG,Chicago Fire,,,-21.00,13.00,-12.00,22.00,0,Zone 90,10,8,10
Chicago Fire v Colorado Rapids,First Half,2331.700,Pass,Eric GEHRIG,Chicago Fire,,,-12.00,22.00,-3.00,18.00,0,Zone 58,10,8,10
Chicago Fire v Colorado Rapids,First Half,2332.600,Pass,Harrison SHIPP,Chicago Fire,,,-3.00,18.00,-3.00,28.00,0,Zone 57,3,8,2
Chicago Fire v Colorado Rapids,First Half,2333.600,Touch,Matt POLSTER,Chicago Fire,,,-3.00,28.00,6.00,27.00,0,Zone 57,12,13,12
Chicago Fire v Colorado Rapids,First Half,2334.400,Touch,Matt POLSTER,Chicago Fire,,,6.00,27.00,10.00,26.00,0,Zone 50,12,13,12
Chicago Fire v Colorado Rapids,First Half,2335.900,Touch,Matt POLSTER,Chicago Fire,,,10.00,26.00,8.00,25.00,0,Zone 50,12,13,12
Chicago Fire v Colorado Rapids,First Half,2336.400,Touch,Matt POLSTER,Chicago Fire,,,8.00,25.00,6.00,23.00,0,Zone 50,12,13,12
Chicago Fire v Colorado Rapids,First Half,2337.000,Pass,Matt POLSTER,Chicago Fire,,,6.00,23.00,5.00,18.00,0,Zone 50,12,13,12
Chicago Fire v Colorado Rapids,First Half,2337.900,Touch,Harrison SHIPP,Chicago Fire,,,5.00,18.00,7.00,14.00,0,Zone 50,3,8,2
Chicago Fire v Colorado Rapids,First Half,2339.100,Touch,Harrison SHIPP,Chicago Fire,,,7.00,14.00,11.00,12.00,0,Zone 50,3,8,2
Chicago Fire v Colorado Rapids,First Half,2339.900,Pass,Harrison SHIPP,Chicago Fire,,,11.00,12.00,7.00,-32.00,0,Zone 50,3,8,2
Chicago Fire v Colorado Rapids,First Half,2343.100,Touch,Joevin JONES,Chicago Fire,,,7.00,-32.00,8.00,-31.00,0,Zone 44,7,12,7
Chicago Fire v Colorado Rapids,First Half,2343.700,Touch,Joevin JONES,Chicago Fire,,,8.00,-31.00,11.00,-31.00,0,Zone 44,7,12,7
Chicago Fire v Colorado Rapids,First Half,2345.000,Pass,Joevin JONES,Chicago Fire,,,11.00,-31.00,17.00,-31.00,0,Zone 44,7,12,7
Chicago Fire v Colorado Rapids,First Half,2346.000,Touch,David ACCAM,Chicago Fire,,,17.00,-31.00,19.00,-32.00,0,Zone 43,4,16,4
Chicago Fire v Colorado Rapids,First Half,2346.800,Touch,David ACCAM,Chicago Fire,,,19.00,-32.00,19.00,-30.00,0,Zone 2,4,16,4
Chicago Fire v Colorado Rapids,First Half,2347.300,Touch,David ACCAM,Chicago Fire,,,19.00,-30.00,21.00,-29.00,0,Zone 2,4,16,4
Chicago Fire v Colorado Rapids,First Half,2347.700,Touch,David ACCAM,Chicago Fire,,,21.00,-29.00,23.00,-27.00,0,Zone 2,4,16,4
Chicago Fire v Colorado Rapids,First Half,2348.600,Pass,David ACCAM,Chicago Fire,,,23.00,-27.00,31.00,-18.00,0,Zone 2,4,16,4
Chicago Fire v Colorado Rapids,First Half,2349.400,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,31.00,-18.00,30.00,-19.00,0,Zone 4,0,9,0
Chicago Fire v Colorado Rapids,First Half,2349.900,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,30.00,-19.00,28.00,-18.00,0,Zone 4,0,9,0
Chicago Fire v Colorado Rapids,First Half,2350.400,Pass,Kennedy IGBOANANIKE,Chicago Fire,,,28.00,-18.00,27.00,-6.00,0,Zone 4,0,9,0
Chicago Fire v Colorado Rapids,First Half,2351.500,Touch,David ACCAM,Chicago Fire,,,27.00,-6.00,36.00,0.00,0,Zone 34,4,16,4
Chicago Fire v Colorado Rapids,First Half,2352.800,Tackle,David ACCAM,Chicago Fire,Sean ST LEDGER,Colorado Rapids,36.00,0.00,30.00,4.00,0,Zone 22,4,16,4
Chicago Fire v Colorado Rapids,First Half,2353.800,Touch,Harrison SHIPP,Chicago Fire,Dillon POWERS,Colorado Rapids,30.00,4.00,30.00,2.00,0,Zone 36,3,8,2
Chicago Fire v Colorado Rapids,First Half,2354.400,Touch,Harrison SHIPP,Chicago Fire,,,30.00,2.00,30.00,2.00,0,Zone 36,3,8,2
Chicago Fire v Colorado Rapids,First Half,2355.300,Dribble,Harrison SHIPP,Chicago Fire,,,30.00,4.00,29.00,0.00,0,Zone 36,3,8,2
Chicago Fire v Colorado Rapids,First Half,2355.400,Shot,Harrison SHIPP,Chicago Fire,,,29.00,0.00,52.00,-3.00,0,Zone 36,3,8,2
Chicago Fire v Colorado Rapids,First Half,2378.700,Goal Kick,Clint IRWIN,Colorado Rapids,,,49.00,-5.00,41.00,-24.00,180,Zone 75,6,9,6
Chicago Fire v Colorado Rapids,First Half,2380.000,Touch,Drew MOOR,Colorado Rapids,,,41.00,-24.00,42.00,-22.00,180,Zone 100,13,15,13
Chicago Fire v Colorado Rapids,First Half,2380.700,Pass,Drew MOOR,Colorado Rapids,,,42.00,-22.00,45.00,-1.00,180,Zone 100,13,15,13
Chicago Fire v Colorado Rapids,First Half,2381.600,Touch,Clint IRWIN,Colorado Rapids,,,45.00,-1.00,40.00,-9.00,180,Zone 79,6,9,6
Chicago Fire v Colorado Rapids,First Half,2383.900,Pass,Clint IRWIN,Colorado Rapids,,,40.00,-9.00,-8.00,-10.00,180,Zone 80,6,9,6
Chicago Fire v Colorado Rapids,First Half,2386.600,Header,Jeff LARENTOWICZ,Chicago Fire,,,-8.00,-10.00,16.00,-5.00,0,Zone 53,8,9,8
Chicago Fire v Colorado Rapids,First Half,2388.400,Touch,Nick LABROCCA,Colorado Rapids,,,16.00,-5.00,10.00,-2.00,180,Zone 56,8,6,8
Chicago Fire v Colorado Rapids,First Half,2389.400,Pass,Nick LABROCCA,Colorado Rapids,,,10.00,-2.00,18.00,18.00,180,Zone 55,8,6,8
Chicago Fire v Colorado Rapids,First Half,2391.600,Touch,Maynor FIGUEROA,Colorado Rapids,,,18.00,18.00,15.00,20.00,180,Zone 61,15,18,15
Chicago Fire v Colorado Rapids,First Half,2392.500,Pass,Maynor FIGUEROA,Colorado Rapids,,,15.00,20.00,-1.00,30.00,180,Zone 52,15,18,15
Chicago Fire v Colorado Rapids,First Half,2393.600,Touch,Dillon SERNA,Colorado Rapids,,,-1.00,30.00,2.00,30.00,180,Zone 44,5,11,5
Chicago Fire v Colorado Rapids,First Half,2394.200,Pass,Dillon SERNA,Colorado Rapids,,,2.00,30.00,4.00,19.00,180,Zone 51,5,11,5
Chicago Fire v Colorado Rapids,First Half,2395.900,Touch,Michael STEPHENS,Chicago Fire,,,4.00,19.00,6.00,19.00,0,Zone 50,9,6,9
Chicago Fire v Colorado Rapids,First Half,2396.600,Touch,Michael STEPHENS,Chicago Fire,,,6.00,19.00,8.00,19.00,0,Zone 50,9,6,9
Chicago Fire v Colorado Rapids,First Half,2397.100,Pass,Michael STEPHENS,Chicago Fire,,,8.00,19.00,23.00,29.00,0,Zone 50,9,6,9
Chicago Fire v Colorado Rapids,First Half,2399.300,Pass,Matt POLSTER,Chicago Fire,,,23.00,29.00,34.00,7.00,0,Zone 41,12,13,12
Chicago Fire v Colorado Rapids,First Half,2400.600,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,34.00,7.00,43.00,11.00,0,Zone 32,0,9,0
Chicago Fire v Colorado Rapids,First Half,2401.700,Shot,Kennedy IGBOANANIKE,Chicago Fire,,,43.00,11.00,52.00,-6.00,0,Zone 25,0,9,0
Chicago Fire v Colorado Rapids,First Half,2432.600,Goal Kick,Clint IRWIN,Colorado Rapids,,,49.00,-4.00,-6.00,-14.00,180,Zone 75,6,9,6
Chicago Fire v Colorado Rapids,First Half,2435.100,Header,Jeff LARENTOWICZ,Chicago Fire,Kevin DOYLE,Colorado Rapids,-6.00,-14.00,-3.00,-13.00,0,Zone 51,8,9,8
Chicago Fire v Colorado Rapids,First Half,2435.200,Touch,Kevin DOYLE,Colorado Rapids,,,-3.00,-13.00,-9.00,-14.00,180,Zone 50,4,5,4
Chicago Fire v Colorado Rapids,First Half,2436.800,Pass,Dillon POWERS,Colorado Rapids,,,-9.00,-14.00,-46.00,-16.00,180,Zone 50,4,3,4
Chicago Fire v Colorado Rapids,First Half,2441.000,Shot,Dillon SERNA,Colorado Rapids,,,-46.00,-16.00,-52.00,-5.00,180,Zone 28,5,11,5
Chicago Fire v Colorado Rapids,First Half,2458.800,Goal Kick,Sean JOHNSON,Chicago Fire,,,-49.00,-5.00,-32.00,14.00,0,Zone 72,6,0,6
Chicago Fire v Colorado Rapids,First Half,2460.800,Touch,Eric GEHRIG,Chicago Fire,,,-32.00,14.00,-28.00,15.00,0,Zone 96,10,8,10
Chicago Fire v Colorado Rapids,First Half,2461.700,Touch,Eric GEHRIG,Chicago Fire,,,-28.00,15.00,-20.00,18.00,0,Zone 98,10,8,10
Chicago Fire v Colorado Rapids,First Half,2464.400,Touch,Eric GEHRIG,Chicago Fire,,,-20.00,18.00,-19.00,21.00,0,Zone 97,10,8,10
Chicago Fire v Colorado Rapids,First Half,2465.400,Pass,Eric GEHRIG,Chicago Fire,,,-19.00,21.00,-23.00,11.00,0,Zone 99,10,8,10
Chicago Fire v Colorado Rapids,First Half,2466.800,Touch,Matt WATSON,Chicago Fire,,,-23.00,11.00,-23.00,8.00,0,Zone 90,8,10,8
Chicago Fire v Colorado Rapids,First Half,2467.800,Pass,Matt WATSON,Chicago Fire,,,-23.00,8.00,-23.00,-12.00,0,Zone 90,8,10,8
Chicago Fire v Colorado Rapids,First Half,2469.500,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-23.00,-12.00,-11.00,-17.00,0,Zone 88,8,9,8
Chicago Fire v Colorado Rapids,First Half,2469.500,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-23.00,-12.00,-11.00,-17.00,0,Zone 61,8,9,8
Chicago Fire v Colorado Rapids,First Half,2472.200,Pass,Jeff LARENTOWICZ,Chicago Fire,,,-11.00,-17.00,7.00,-32.00,0,Zone 51,8,9,8
Chicago Fire v Colorado Rapids,First Half,2473.500,Touch,Joevin JONES,Chicago Fire,,,7.00,-32.00,12.00,-31.00,0,Zone 44,7,12,7
Chicago Fire v Colorado Rapids,First Half,2474.500,Touch,Joevin JONES,Chicago Fire,,,12.00,-31.00,4.00,-30.00,0,Zone 43,7,12,7
Chicago Fire v Colorado Rapids,First Half,2476.800,Pass,Joevin JONES,Chicago Fire,,,4.00,-30.00,-9.00,-27.00,0,Zone 44,7,12,7
