Matchname,Half,Time,EventName,Player1Name,Player1ClubName,Player2Name,Player2Clubname,XPosOrigin,YPosOrigin,XPosDest,YPosDest,Rotation,Zone,PossRegain,PossLoss,PossWon
Chicago Fire v Colorado Rapids,Second Half,563.200,Direct Free Kick Pass,Sean JOHNSON,Chicago Fire,,,41.00,0.00,29.00,15.00,0,Zone 76,6,2,6
Chicago Fire v Colorado Rapids,Second Half,565.800,Touch,Jeff LARENTOWICZ,Chicago Fire,,,29.00,15.00,27.00,16.00,0,Zone 62,10,6,10
Chicago Fire v Colorado Rapids,Second Half,566.700,Touch,Jeff LARENTOWICZ,Chicago Fire,,,27.00,16.00,23.00,17.00,0,Zone 62,10,6,10
Chicago Fire v Colorado Rapids,Second Half,568.300,Pass,Jeff LARENTOWICZ,Chicago Fire,,,23.00,17.00,7.00,32.00,0,Zone 61,10,6,10
Chicago Fire v Colorado Rapids,Second Half,569.600,Touch,Joevin JONES,Chicago Fire,,,7.00,32.00,3.00,24.00,0,Zone 51,14,11,13
Chicago Fire v Colorado Rapids,Second Half,570.800,Touch,Dillon SERNA,Colorado Rapids,,,3.00,24.00,-9.00,26.00,180,Zone 50,2,13,2
Chicago Fire v Colorado Rapids,Second Half,572.600,Pass,Dillon SERNA,Colorado Rapids,,,-9.00,26.00,-19.00,27.00,180,Zone 57,2,13,2
Chicago Fire v Colorado Rapids,Second Half,573.300,Pass,Drew MOOR,Colorado Rapids,,,-19.00,27.00,-4.00,15.00,180,Zone 99,15,15,15
Chicago Fire v Colorado Rapids,Second Half,574.400,Pass,Dillon POWERS,Colorado Rapids,Dillon POWERS,Colorado Rapids,-4.00,15.00,23.00,33.00,180,Zone 57,5,4,5
Chicago Fire v Colorado Rapids,Second Half,577.800,Touch,Dillon SERNA,Colorado Rapids,,,23.00,33.00,26.00,30.00,180,Zone 41,2,13,2
Chicago Fire v Colorado Rapids,Second Half,578.500,Touch,Dillon SERNA,Colorado Rapids,,,26.00,30.00,28.00,25.00,180,Zone 41,2,13,2
Chicago Fire v Colorado Rapids,Second Half,578.800,Block,Joevin JONES,Chicago Fire,,,28.00,25.00,31.00,28.00,0,Zone 59,14,11,13
Chicago Fire v Colorado Rapids,Second Half,579.400,Touch,Joevin JONES,Chicago Fire,,,31.00,28.00,36.00,32.00,0,Zone 59,14,11,13
Chicago Fire v Colorado Rapids,Second Half,580.900,Touch,Joevin JONES,Chicago Fire,Dillon SERNA,Colorado Rapids,36.00,32.00,35.00,28.00,0,Zone 60,14,11,13
Chicago Fire v Colorado Rapids,Second Half,581.500,Touch,Joevin JONES,Chicago Fire,,,35.00,28.00,35.00,28.00,0,Zone 60,14,11,13
Chicago Fire v Colorado Rapids,Second Half,582.500,Dribble,Joevin JONES,Chicago Fire,,,31.00,28.00,36.00,25.00,0,Zone 59,14,11,13
Chicago Fire v Colorado Rapids,Second Half,582.600,Pass,Joevin JONES,Chicago Fire,,,36.00,25.00,42.00,0.00,0,Zone 60,14,11,13
Chicago Fire v Colorado Rapids,Second Half,585.300,Touch,Sean JOHNSON,Chicago Fire,,,42.00,0.00,38.00,-1.00,0,Zone 77,6,2,6
Chicago Fire v Colorado Rapids,Second Half,587.500,Pass,Sean JOHNSON,Chicago Fire,,,38.00,-1.00,5.00,-29.00,0,Zone 78,6,2,6
Chicago Fire v Colorado Rapids,Second Half,589.700,Touch,Matt POLSTER,Chicago Fire,,,5.00,-29.00,-6.00,-29.00,0,Zone 57,9,17,9
Chicago Fire v Colorado Rapids,Second Half,591.600,Clearance,Marcelo SARVAS,Colorado Rapids,,,-6.00,-29.00,-8.00,-34.00,180,Zone 51,12,13,12
Chicago Fire v Colorado Rapids,Second Half,609.800,Throw In,Matt POLSTER,Chicago Fire,,,-9.00,-34.00,-34.00,-24.00,0,Zone 50,9,17,9
Chicago Fire v Colorado Rapids,Second Half,611.800,Header,Sean ST LEDGER,Colorado Rapids,Sean ST LEDGER,Colorado Rapids,-34.00,-24.00,-17.00,-27.00,180,Zone 59,10,9,10
Chicago Fire v Colorado Rapids,Second Half,613.500,Header,Patrick NYARKO,Chicago Fire,Patrick NYARKO,Chicago Fire,-17.00,-27.00,-28.00,-20.00,0,Zone 49,3,6,3
Chicago Fire v Colorado Rapids,Second Half,614.600,Touch,Nick LABROCCA,Colorado Rapids,,,-28.00,-20.00,-24.00,-22.00,180,Zone 62,9,6,9
Chicago Fire v Colorado Rapids,Second Half,615.500,Pass,Nick LABROCCA,Colorado Rapids,,,-24.00,-22.00,-6.00,-23.00,180,Zone 59,9,6,9
Chicago Fire v Colorado Rapids,Second Half,618.000,Touch,Kevin DOYLE,Colorado Rapids,,,-6.00,-23.00,-8.00,-23.00,180,Zone 51,4,11,4
Chicago Fire v Colorado Rapids,Second Half,619.100,Pass,Kevin DOYLE,Colorado Rapids,,,-8.00,-23.00,-15.00,-30.00,180,Zone 51,4,11,4
Chicago Fire v Colorado Rapids,Second Half,620.000,Pass,Marcelo SARVAS,Colorado Rapids,,,-15.00,-30.00,15.00,-29.00,180,Zone 52,12,13,12
Chicago Fire v Colorado Rapids,Second Half,621.800,Header,Gabriel TORRES,Colorado Rapids,,,15.00,-29.00,26.00,-30.00,180,Zone 43,3,5,3
Chicago Fire v Colorado Rapids,Second Half,624.100,Touch,Gabriel TORRES,Colorado Rapids,,,26.00,-30.00,27.00,-30.00,180,Zone 2,3,5,3
Chicago Fire v Colorado Rapids,Second Half,625.100,Touch,Gabriel TORRES,Colorado Rapids,,,27.00,-30.00,37.00,-25.00,180,Zone 2,3,5,3
Chicago Fire v Colorado Rapids,Second Half,626.300,Touch,Gabriel TORRES,Colorado Rapids,,,37.00,-25.00,40.00,-18.00,180,Zone 1,3,5,3
Chicago Fire v Colorado Rapids,Second Half,627.600,Pass,Gabriel TORRES,Colorado Rapids,,,40.00,-18.00,35.00,0.00,180,Zone 6,3,5,3
Chicago Fire v Colorado Rapids,Second Half,629.100,Touch,Joevin JONES,Chicago Fire,,,35.00,0.00,34.00,0.00,0,Zone 93,14,11,13
Chicago Fire v Colorado Rapids,Second Half,629.800,Touch,Joevin JONES,Chicago Fire,,,34.00,0.00,32.00,0.00,0,Zone 93,14,11,13
Chicago Fire v Colorado Rapids,Second Half,630.800,Pass,Joevin JONES,Chicago Fire,,,32.00,0.00,22.00,-4.00,0,Zone 93,14,11,13
Chicago Fire v Colorado Rapids,Second Half,631.600,Touch,Matt WATSON,Chicago Fire,,,22.00,-4.00,21.00,-5.00,0,Zone 90,10,6,10
Chicago Fire v Colorado Rapids,Second Half,632.500,Touch,Matt WATSON,Chicago Fire,,,21.00,-5.00,20.00,-8.00,0,Zone 90,10,6,10
Chicago Fire v Colorado Rapids,Second Half,633.400,Touch,Matt WATSON,Chicago Fire,,,20.00,-8.00,19.00,-9.00,0,Zone 90,10,6,10
Chicago Fire v Colorado Rapids,Second Half,634.300,Touch,Matt WATSON,Chicago Fire,,,19.00,-9.00,5.00,-11.00,0,Zone 90,10,6,10
Chicago Fire v Colorado Rapids,Second Half,636.400,Touch,Matt WATSON,Chicago Fire,Marcelo SARVAS,Colorado Rapids,5.00,-11.00,3.00,-11.00,0,Zone 55,10,6,10
Chicago Fire v Colorado Rapids,Second Half,637.200,Touch,Matt WATSON,Chicago Fire,,,3.00,-11.00,-3.00,-6.00,0,Zone 55,10,6,10
Chicago Fire v Colorado Rapids,Second Half,638.200,Touch,Matt WATSON,Chicago Fire,,,-3.00,-6.00,-9.00,-13.00,0,Zone 48,10,6,10
Chicago Fire v Colorado Rapids,Second Half,639.400,Pass,Matt WATSON,Chicago Fire,,,-9.00,-13.00,-6.00,-26.00,0,Zone 50,10,6,10
Chicago Fire v Colorado Rapids,Second Half,640.900,Touch,Patrick NYARKO,Chicago Fire,,,-6.00,-26.00,-12.00,-26.00,0,Zone 50,3,6,3
Chicago Fire v Colorado Rapids,Second Half,642.200,Touch,Patrick NYARKO,Chicago Fire,,,-12.00,-26.00,-15.00,-25.00,0,Zone 49,3,6,3
Chicago Fire v Colorado Rapids,Second Half,643.300,Touch,Patrick NYARKO,Chicago Fire,,,-15.00,-25.00,-17.00,-23.00,0,Zone 49,3,6,3
Chicago Fire v Colorado Rapids,Second Half,643.900,Pass,Patrick NYARKO,Chicago Fire,Maynor FIGUEROA,Colorado Rapids,-17.00,-23.00,-28.00,-11.00,0,Zone 49,3,6,3
Chicago Fire v Colorado Rapids,Second Half,645.400,Touch,Marcelo SARVAS,Colorado Rapids,,,-28.00,-11.00,-20.00,-16.00,180,Zone 89,12,13,12
Chicago Fire v Colorado Rapids,Second Half,646.700,Pass,Marcelo SARVAS,Colorado Rapids,,,-20.00,-16.00,-9.00,-19.00,180,Zone 61,12,13,12
Chicago Fire v Colorado Rapids,Second Half,647.500,Pass,Matt WATSON,Chicago Fire,,,-9.00,-19.00,2.00,-10.00,0,Zone 50,10,6,10
Chicago Fire v Colorado Rapids,Second Half,650.200,Touch,Eric GEHRIG,Chicago Fire,,,2.00,-10.00,-5.00,-12.00,0,Zone 55,8,9,8
Chicago Fire v Colorado Rapids,Second Half,651.300,Pass,Eric GEHRIG,Chicago Fire,,,-5.00,-12.00,-26.00,31.00,0,Zone 50,8,9,8
Chicago Fire v Colorado Rapids,Second Half,653.700,Touch,David ACCAM,Chicago Fire,,,-26.00,31.00,-26.00,35.00,0,Zone 2,2,21,2
Chicago Fire v Colorado Rapids,Second Half,660.500,Throw In,Drew MOOR,Colorado Rapids,,,-28.00,34.00,-35.00,23.00,180,Zone 99,15,15,15
Chicago Fire v Colorado Rapids,Second Half,661.200,Touch,Bobby BURLING,Colorado Rapids,,,-35.00,23.00,-37.00,28.00,180,Zone 100,13,9,13
Chicago Fire v Colorado Rapids,Second Half,663.500,Pass,Bobby BURLING,Colorado Rapids,,,-37.00,28.00,18.00,27.00,180,Zone 100,13,9,13
Chicago Fire v Colorado Rapids,Second Half,666.400,Header,Joevin JONES,Chicago Fire,,,18.00,27.00,18.00,36.00,0,Zone 59,14,11,13
Chicago Fire v Colorado Rapids,Second Half,682.200,Throw In,Drew MOOR,Colorado Rapids,,,11.00,34.00,28.00,26.00,180,Zone 50,15,15,15
Chicago Fire v Colorado Rapids,Second Half,683.700,Header,Kevin DOYLE,Colorado Rapids,,,28.00,26.00,36.00,22.00,180,Zone 41,4,11,4
Chicago Fire v Colorado Rapids,Second Half,684.400,Pass,Dillon SERNA,Colorado Rapids,Jeff LARENTOWICZ,Chicago Fire,36.00,22.00,48.00,13.00,180,Zone 42,2,13,2
Chicago Fire v Colorado Rapids,Second Half,689.300,Touch,Sean JOHNSON,Chicago Fire,,,48.00,13.00,45.00,12.00,0,Zone 69,6,2,6
Chicago Fire v Colorado Rapids,Second Half,690.800,Touch,Sean JOHNSON,Chicago Fire,,,45.00,12.00,41.00,8.00,0,Zone 68,6,2,6
Chicago Fire v Colorado Rapids,Second Half,694.100,Touch,Sean JOHNSON,Chicago Fire,,,41.00,8.00,42.00,7.00,0,Zone 70,6,2,6
Chicago Fire v Colorado Rapids,Second Half,695.300,Pass,Sean JOHNSON,Chicago Fire,,,42.00,7.00,25.00,-10.00,0,Zone 71,6,2,6
Chicago Fire v Colorado Rapids,Second Half,696.500,Touch,Eric GEHRIG,Chicago Fire,,,25.00,-10.00,24.00,-12.00,0,Zone 91,8,9,8
Chicago Fire v Colorado Rapids,Second Half,697.300,Touch,Eric GEHRIG,Chicago Fire,,,24.00,-12.00,23.00,-12.00,0,Zone 90,8,9,8
Chicago Fire v Colorado Rapids,Second Half,700.100,Touch,Eric GEHRIG,Chicago Fire,,,23.00,-12.00,20.00,-13.00,0,Zone 90,8,9,8
Chicago Fire v Colorado Rapids,Second Half,701.500,Touch,Eric GEHRIG,Chicago Fire,,,20.00,-13.00,11.00,-12.00,0,Zone 90,8,9,8
Chicago Fire v Colorado Rapids,Second Half,703.900,Pass,Eric GEHRIG,Chicago Fire,,,11.00,-12.00,-4.00,2.00,0,Zone 57,8,9,8
Chicago Fire v Colorado Rapids,Second Half,704.900,Touch,Matt WATSON,Chicago Fire,,,-4.00,2.00,-7.00,2.00,0,Zone 46,10,6,10
Chicago Fire v Colorado Rapids,Second Half,705.800,Pass,Matt WATSON,Chicago Fire,,,-7.00,2.00,-19.00,29.00,0,Zone 46,10,6,10
Chicago Fire v Colorado Rapids,Second Half,707.000,Touch,David ACCAM,Chicago Fire,,,-19.00,29.00,-23.00,22.00,0,Zone 2,2,21,2
Chicago Fire v Colorado Rapids,Second Half,708.000,Touch,David ACCAM,Chicago Fire,,,-23.00,22.00,-24.00,20.00,0,Zone 2,2,21,2
Chicago Fire v Colorado Rapids,Second Half,709.000,Touch,David ACCAM,Chicago Fire,,,-24.00,20.00,-26.00,20.00,0,Zone 3,2,21,2
Chicago Fire v Colorado Rapids,Second Half,709.900,Touch,David ACCAM,Chicago Fire,,,-26.00,20.00,-28.00,17.00,0,Zone 4,2,21,2
Chicago Fire v Colorado Rapids,Second Half,711.100,Touch,David ACCAM,Chicago Fire,,,-28.00,17.00,-28.00,15.00,0,Zone 4,2,21,2
Chicago Fire v Colorado Rapids,Second Half,711.300,Block,Marcelo SARVAS,Colorado Rapids,,,-28.00,15.00,-27.00,16.00,180,Zone 98,12,13,12
Chicago Fire v Colorado Rapids,Second Half,711.500,Touch,David ACCAM,Chicago Fire,,,-27.00,16.00,-26.00,15.00,0,Zone 4,2,21,2
Chicago Fire v Colorado Rapids,Second Half,711.900,Touch,David ACCAM,Chicago Fire,,,-26.00,15.00,-33.00,11.00,0,Zone 4,2,21,2
Chicago Fire v Colorado Rapids,Second Half,713.000,Pass,David ACCAM,Chicago Fire,,,-33.00,11.00,-39.00,1.00,0,Zone 30,2,21,2
Chicago Fire v Colorado Rapids,Second Half,713.700,Clearance,Sean ST LEDGER,Colorado Rapids,,,-39.00,1.00,-16.00,-15.00,180,Zone 78,10,9,10
Chicago Fire v Colorado Rapids,Second Half,716.400,Touch,Matt WATSON,Chicago Fire,,,-16.00,-15.00,-15.00,-17.00,0,Zone 49,10,6,10
Chicago Fire v Colorado Rapids,Second Half,717.100,Pass,Matt WATSON,Chicago Fire,,,-15.00,-17.00,-2.00,-15.00,0,Zone 49,10,6,10
Chicago Fire v Colorado Rapids,Second Half,718.900,Touch,Eric GEHRIG,Chicago Fire,,,-2.00,-15.00,-6.00,-16.00,0,Zone 50,8,9,8
Chicago Fire v Colorado Rapids,Second Half,719.600,Pass,Eric GEHRIG,Chicago Fire,,,-6.00,-16.00,-21.00,-15.00,0,Zone 50,8,9,8
Chicago Fire v Colorado Rapids,Second Half,720.600,Touch,Harrison SHIPP,Chicago Fire,,,-21.00,-15.00,-23.00,-16.00,0,Zone 40,4,6,4
Chicago Fire v Colorado Rapids,Second Half,721.500,Touch,Harrison SHIPP,Chicago Fire,,,-23.00,-16.00,-22.00,-18.00,0,Zone 40,4,6,4
Chicago Fire v Colorado Rapids,Second Half,721.900,Touch,Harrison SHIPP,Chicago Fire,,,-22.00,-18.00,-21.00,-20.00,0,Zone 40,4,6,4
Chicago Fire v Colorado Rapids,Second Half,722.600,Pass,Harrison SHIPP,Chicago Fire,,,-21.00,-20.00,-30.00,-28.00,0,Zone 40,4,6,4
Chicago Fire v Colorado Rapids,Second Half,723.900,Touch,Matt POLSTER,Chicago Fire,,,-30.00,-28.00,-39.00,-29.00,0,Zone 41,9,17,9
Chicago Fire v Colorado Rapids,Second Half,725.200,Touch,Matt POLSTER,Chicago Fire,,,-39.00,-29.00,-39.00,-24.00,0,Zone 42,9,17,9
Chicago Fire v Colorado Rapids,Second Half,726.600,Touch,Matt POLSTER,Chicago Fire,,,-39.00,-24.00,-29.00,-23.00,0,Zone 42,9,17,9
Chicago Fire v Colorado Rapids,Second Half,727.900,Pass,Matt POLSTER,Chicago Fire,,,-29.00,-23.00,-20.00,-20.00,0,Zone 41,9,17,9
Chicago Fire v Colorado Rapids,Second Half,729.300,Touch,Matt WATSON,Chicago Fire,,,-20.00,-20.00,-20.00,-19.00,0,Zone 40,10,6,10
Chicago Fire v Colorado Rapids,Second Half,730.400,Touch,Matt WATSON,Chicago Fire,,,-20.00,-19.00,-19.00,-20.00,0,Zone 40,10,6,10
Chicago Fire v Colorado Rapids,Second Half,731.100,Pass,Matt WATSON,Chicago Fire,,,-19.00,-20.00,-21.00,-29.00,0,Zone 40,10,6,10
Chicago Fire v Colorado Rapids,Second Half,732.800,Touch,Matt POLSTER,Chicago Fire,,,-21.00,-29.00,-22.00,-28.00,0,Zone 41,9,17,9
Chicago Fire v Colorado Rapids,Second Half,733.200,Touch,Matt POLSTER,Chicago Fire,,,-22.00,-28.00,-24.00,-28.00,0,Zone 41,9,17,9
Chicago Fire v Colorado Rapids,Second Half,733.800,Touch,Matt POLSTER,Chicago Fire,,,-24.00,-28.00,-26.00,-23.00,0,Zone 41,9,17,9
Chicago Fire v Colorado Rapids,Second Half,734.900,Touch,Matt POLSTER,Chicago Fire,,,-26.00,-23.00,-26.00,-21.00,0,Zone 41,9,17,9
Chicago Fire v Colorado Rapids,Second Half,735.400,Touch,Matt POLSTER,Chicago Fire,,,-26.00,-21.00,-26.00,-21.00,0,Zone 41,9,17,9
Chicago Fire v Colorado Rapids,Second Half,735.800,Touch,Matt POLSTER,Chicago Fire,,,-26.00,-21.00,-23.00,-20.00,0,Zone 41,9,17,9
Chicago Fire v Colorado Rapids,Second Half,736.800,Touch,Matt POLSTER,Chicago Fire,,,-23.00,-20.00,-20.00,-17.00,0,Zone 40,9,17,9
Chicago Fire v Colorado Rapids,Second Half,737.700,Touch,Matt POLSTER,Chicago Fire,,,-20.00,-17.00,-17.00,-17.00,0,Zone 40,9,17,9
Chicago Fire v Colorado Rapids,Second Half,737.800,Pass,Matt POLSTER,Chicago Fire,,,-17.00,-17.00,-11.00,-8.00,0,Zone 49,9,17,9
Chicago Fire v Colorado Rapids,Second Half,740.200,Pass,Matt WATSON,Chicago Fire,,,-11.00,-8.00,-18.00,9.00,0,Zone 48,10,6,10
Chicago Fire v Colorado Rapids,Second Half,742.400,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-18.00,9.00,-15.00,7.00,0,Zone 35,10,6,10
Chicago Fire v Colorado Rapids,Second Half,743.300,Pass,Jeff LARENTOWICZ,Chicago Fire,,,-15.00,7.00,-7.00,7.00,0,Zone 45,10,6,10
Chicago Fire v Colorado Rapids,Second Half,744.700,Touch,Matt WATSON,Chicago Fire,,,-7.00,7.00,-4.00,4.00,0,Zone 46,10,6,10
Chicago Fire v Colorado Rapids,Second Half,746.100,Pass,Matt WATSON,Chicago Fire,,,-4.00,4.00,-31.00,-28.00,0,Zone 46,10,6,10
Chicago Fire v Colorado Rapids,Second Half,748.700,Pass,Matt POLSTER,Chicago Fire,,,-31.00,-28.00,-9.00,-23.00,0,Zone 41,9,17,9
Chicago Fire v Colorado Rapids,Second Half,750.800,Touch,Harrison SHIPP,Chicago Fire,,,-9.00,-23.00,-9.00,-22.00,0,Zone 50,4,6,4
Chicago Fire v Colorado Rapids,Second Half,752.100,Touch,Harrison SHIPP,Chicago Fire,,,-9.00,-22.00,-9.00,-19.00,0,Zone 50,4,6,4
Chicago Fire v Colorado Rapids,Second Half,753.000,Pass,Harrison SHIPP,Chicago Fire,,,-9.00,-19.00,-19.00,-7.00,0,Zone 50,4,6,4
Chicago Fire v Colorado Rapids,Second Half,754.400,Touch,Michael STEPHENS,Chicago Fire,,,-19.00,-7.00,-20.00,-6.00,0,Zone 37,7,7,7
Chicago Fire v Colorado Rapids,Second Half,755.000,Touch,Michael STEPHENS,Chicago Fire,,,-20.00,-6.00,-20.00,-7.00,0,Zone 37,7,7,7
Chicago Fire v Colorado Rapids,Second Half,755.800,Touch,Michael STEPHENS,Chicago Fire,,,-20.00,-7.00,-20.00,-9.00,0,Zone 37,7,7,7
Chicago Fire v Colorado Rapids,Second Half,756.100,Touch,Michael STEPHENS,Chicago Fire,,,-20.00,-9.00,-20.00,-11.00,0,Zone 37,7,7,7
Chicago Fire v Colorado Rapids,Second Half,756.700,Touch,Michael STEPHENS,Chicago Fire,,,-20.00,-11.00,-19.00,-11.00,0,Zone 37,7,7,7
Chicago Fire v Colorado Rapids,Second Half,757.700,Touch,Michael STEPHENS,Chicago Fire,,,-19.00,-11.00,-17.00,-13.00,0,Zone 37,7,7,7
Chicago Fire v Colorado Rapids,Second Half,758.300,Pass,Michael STEPHENS,Chicago Fire,,,-17.00,-13.00,-22.00,-27.00,0,Zone 49,7,7,7
Chicago Fire v Colorado Rapids,Second Half,760.300,Touch,Matt POLSTER,Chicago Fire,,,-22.00,-27.00,-30.00,-28.00,0,Zone 41,9,17,9
Chicago Fire v Colorado Rapids,Second Half,761.500,Cross,Matt POLSTER,Chicago Fire,,,-30.00,-28.00,-44.00,0.00,0,Zone 41,9,17,9
Chicago Fire v Colorado Rapids,Second Half,762.500,Header,Bobby BURLING,Colorado Rapids,,,-44.00,0.00,-32.00,13.00,180,Zone 79,13,9,13
Chicago Fire v Colorado Rapids,Second Half,764.700,Header,Gabriel TORRES,Colorado Rapids,,,-32.00,13.00,-18.00,-8.00,180,Zone 96,3,5,3
Chicago Fire v Colorado Rapids,Second Half,766.900,Touch,Dillon POWERS,Colorado Rapids,,,-18.00,-8.00,-18.00,-10.00,180,Zone 88,5,4,5
Chicago Fire v Colorado Rapids,Second Half,767.700,Touch,Dillon POWERS,Colorado Rapids,Matt WATSON,Chicago Fire,-18.00,-10.00,-16.00,-9.00,180,Zone 88,5,4,5
Chicago Fire v Colorado Rapids,Second Half,768.400,Touch,Dillon POWERS,Colorado Rapids,,,-16.00,-9.00,-16.00,-9.00,180,Zone 54,5,4,5
Chicago Fire v Colorado Rapids,Second Half,769.300,Dribble,Dillon POWERS,Colorado Rapids,,,-18.00,-8.00,-18.00,-5.00,180,Zone 88,5,4,5
Chicago Fire v Colorado Rapids,Second Half,769.400,Pass,Dillon POWERS,Colorado Rapids,,,-18.00,-5.00,-3.00,18.00,180,Zone 88,5,4,5
Chicago Fire v Colorado Rapids,Second Half,771.900,Touch,Joevin JONES,Chicago Fire,,,-3.00,18.00,-10.00,18.00,0,Zone 44,14,11,13
Chicago Fire v Colorado Rapids,Second Half,772.400,Touch,Joevin JONES,Chicago Fire,,,-10.00,18.00,-17.00,17.00,0,Zone 44,14,11,13
Chicago Fire v Colorado Rapids,Second Half,773.500,Touch,Joevin JONES,Chicago Fire,,,-17.00,17.00,-21.00,15.00,0,Zone 43,14,11,13
Chicago Fire v Colorado Rapids,Second Half,774.500,Touch,Joevin JONES,Chicago Fire,,,-21.00,15.00,-28.00,15.00,0,Zone 3,14,11,13
Chicago Fire v Colorado Rapids,Second Half,776.300,Pass,Joevin JONES,Chicago Fire,,,-28.00,15.00,-28.00,8.00,0,Zone 4,14,11,13
Chicago Fire v Colorado Rapids,Second Half,777.100,Touch,David ACCAM,Chicago Fire,,,-28.00,8.00,-30.00,7.00,0,Zone 34,2,21,2
Chicago Fire v Colorado Rapids,Second Half,777.400,Tackle,David ACCAM,Chicago Fire,Sean ST LEDGER,Colorado Rapids,-30.00,7.00,-28.00,5.00,0,Zone 34,2,21,2
Chicago Fire v Colorado Rapids,Second Half,777.600,Touch,David ACCAM,Chicago Fire,,,-28.00,5.00,-27.00,-5.00,0,Zone 34,2,21,2
Chicago Fire v Colorado Rapids,Second Half,778.100,Pass,Patrick NYARKO,Chicago Fire,,,-27.00,-5.00,-30.00,-4.00,0,Zone 36,3,6,3
Chicago Fire v Colorado Rapids,Second Half,778.500,Block,Marcelo SARVAS,Colorado Rapids,,,-30.00,-4.00,-25.00,-2.00,180,Zone 89,12,13,12
Chicago Fire v Colorado Rapids,Second Half,779.000,Touch,Patrick NYARKO,Chicago Fire,,,-25.00,-2.00,-26.00,-1.00,0,Zone 36,3,6,3
Chicago Fire v Colorado Rapids,Second Half,779.300,Touch,Patrick NYARKO,Chicago Fire,Marcelo SARVAS,Colorado Rapids,-26.00,-1.00,-27.00,5.00,0,Zone 36,3,6,3
Chicago Fire v Colorado Rapids,Second Half,780.100,Touch,Patrick NYARKO,Chicago Fire,,,-27.00,5.00,-27.00,5.00,0,Zone 34,3,6,3
Chicago Fire v Colorado Rapids,Second Half,780.400,Dribble,Patrick NYARKO,Chicago Fire,,,-25.00,-2.00,-32.00,7.00,0,Zone 36,3,6,3
Chicago Fire v Colorado Rapids,Second Half,780.500,Pass,Patrick NYARKO,Chicago Fire,,,-32.00,7.00,-37.00,5.00,0,Zone 31,3,6,3
Chicago Fire v Colorado Rapids,Second Half,781.300,Clearance,Bobby BURLING,Colorado Rapids,,,-37.00,5.00,1.00,5.00,180,Zone 80,13,9,13
Chicago Fire v Colorado Rapids,Second Half,784.200,Pass,Jeff LARENTOWICZ,Chicago Fire,,,1.00,5.00,-10.00,3.00,0,Zone 53,10,6,10
Chicago Fire v Colorado Rapids,Second Half,785.200,Touch,Matt WATSON,Chicago Fire,,,-10.00,3.00,-11.00,0.00,0,Zone 46,10,6,10
Chicago Fire v Colorado Rapids,Second Half,786.300,Touch,Matt WATSON,Chicago Fire,,,-11.00,0.00,-10.00,-4.00,0,Zone 46,10,6,10
Chicago Fire v Colorado Rapids,Second Half,787.100,Pass,Matt WATSON,Chicago Fire,,,-10.00,-4.00,-21.00,-15.00,0,Zone 48,10,6,10
Chicago Fire v Colorado Rapids,Second Half,787.900,Pass,Harrison SHIPP,Chicago Fire,Dillon SERNA,Colorado Rapids,-21.00,-15.00,-8.00,-26.00,0,Zone 40,4,6,4
Chicago Fire v Colorado Rapids,Second Half,789.900,Touch,Matt POLSTER,Chicago Fire,,,-8.00,-26.00,-9.00,-24.00,0,Zone 50,9,17,9
Chicago Fire v Colorado Rapids,Second Half,790.600,Pass,Matt POLSTER,Chicago Fire,,,-9.00,-24.00,-8.00,-14.00,0,Zone 50,9,17,9
Chicago Fire v Colorado Rapids,Second Half,791.700,Touch,Matt WATSON,Chicago Fire,,,-8.00,-14.00,-7.00,-12.00,0,Zone 50,10,6,10
Chicago Fire v Colorado Rapids,Second Half,793.200,Touch,Matt WATSON,Chicago Fire,,,-7.00,-12.00,-14.00,-9.00,0,Zone 50,10,6,10
Chicago Fire v Colorado Rapids,Second Half,794.200,Touch,Matt WATSON,Chicago Fire,,,-14.00,-9.00,-18.00,-7.00,0,Zone 47,10,6,10
Chicago Fire v Colorado Rapids,Second Half,796.200,Touch,Matt WATSON,Chicago Fire,,,-18.00,-7.00,-16.00,-10.00,0,Zone 37,10,6,10
Chicago Fire v Colorado Rapids,Second Half,796.700,Touch,Matt WATSON,Chicago Fire,,,-16.00,-10.00,-15.00,-14.00,0,Zone 47,10,6,10
Chicago Fire v Colorado Rapids,Second Half,798.000,Pass,Matt WATSON,Chicago Fire,,,-15.00,-14.00,-20.00,-30.00,0,Zone 49,10,6,10
Chicago Fire v Colorado Rapids,Second Half,799.600,Touch,Matt POLSTER,Chicago Fire,,,-20.00,-30.00,-19.00,-28.00,0,Zone 41,9,17,9
Chicago Fire v Colorado Rapids,Second Half,800.700,Touch,Matt POLSTER,Chicago Fire,,,-19.00,-28.00,-16.00,-27.00,0,Zone 41,9,17,9
Chicago Fire v Colorado Rapids,Second Half,801.500,Pass,Matt POLSTER,Chicago Fire,,,-16.00,-27.00,-6.00,-24.00,0,Zone 49,9,17,9
Chicago Fire v Colorado Rapids,Second Half,802.300,Touch,Matt WATSON,Chicago Fire,,,-6.00,-24.00,-8.00,-24.00,0,Zone 50,10,6,10
Chicago Fire v Colorado Rapids,Second Half,803.300,Touch,Matt WATSON,Chicago Fire,,,-8.00,-24.00,-9.00,-23.00,0,Zone 50,10,6,10
Chicago Fire v Colorado Rapids,Second Half,804.100,Pass,Matt WATSON,Chicago Fire,,,-9.00,-23.00,-18.00,-16.00,0,Zone 50,10,6,10
